organic_modifier_percentage,organic_modifier,additive,additive_concentration_mM,pH_aq,name,logIE,instrument,source,in_model_190714,logIE_pred,error_abs,viscosity,surface_tension,polarity_index,pH.aq.,NH4,SPLIT,solvent,SMILES
0,MeCN,formic acid,27,2.7,2-Cl-C6H4-P2(pyrr),3.81,Agilent XCT,ESI,TRUE,4.248429993,0.438429993,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,c1ccc(c(c1)Cl)N=P(N=P(N1CCCC1)(N1CCCC1)N1CCCC1)(N1CCCC1)N1CCCC1
0,MeCN,formic acid,27,2.7,4-CF3-C6H4-P(pyrr),3.75,Agilent XCT,ESI,TRUE,3.747271548,0.002728452,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,C1CCN(C1)P(=Nc1ccc(cc1)C(F)(F)F)(N1CCCC1)N1CCCC1
0,MeCN,formic acid,27,2.7,tetrapropylammonium,3.3,Agilent XCT,ESI,TRUE,3.466213646,0.166213646,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,CCC[N+](CCC)(CCC)CCC
0,MeCN,formic acid,27,2.7,tripropylamine,3.41,Agilent XCT,ESI,TRUE,3.7833748,0.3733748,0.884232851,71.76,10.2,2.7,0,FALSE,0.1% HCOOH,CCCN(CCC)CCC
0,MeCN,formic acid,27,2.7,pyridine,2.47,Agilent XCT,ESI,TRUE,2.443217497,0.026782503,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,c1ccncc1
0,MeCN,formic acid,27,2.7,pyrrolidine,2.4,Agilent XCT,ESI,TRUE,2.510445167,0.110445167,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,C1CCNC1
0,MeCN,formic acid,27,2.7,diethylamine,2.53,Agilent XCT,ESI,TRUE,2.609810037,0.079810037,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,CCNCC
0,MeCN,formic acid,27,2.7,"3-methoxy-N,N-dimethylaniline",3.4,Agilent XCT,ESI,TRUE,3.464490247,0.064490247,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,CN(C)c1cccc(c1)OC
0,MeCN,formic acid,27,2.7,2-aminopyridine,1.94,Agilent XCT,ESI,TRUE,2.159097296,0.219097296,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,c1ccnc(c1)N
0,MeCN,formic acid,27,2.7,"4-dimethylamino-N,N-dimethylaniline",2.55,Agilent XCT,ESI,TRUE,2.916547982,0.366547982,0.884232851,71.76,10.2,2.7,0,FALSE,0.1% HCOOH,CN(C)c1ccc(cc1)N(C)C
0,MeCN,formic acid,27,2.7,reserpine,3.27,Agilent XCT,ESI,TRUE,3.496027853,0.226027853,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,COc1ccc2c3CCN4C[C@H]5C[C@H]([C@@H]([C@H]([C@H]5C[C@@H]4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC
0,MeCN,formic acid,27,2.7,glutamine,1.33,Agilent XCT,ESI,TRUE,1.589780946,0.259780946,0.884232851,71.76,10.2,2.7,0,FALSE,0.1% HCOOH,C(CC(=N)O)[C@@H](C(=O)O)N
0,MeCN,formic acid,27,2.7,alpha-alanine,1.35,Agilent XCT,ESI,TRUE,1.35683455,0.00683455,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,CC(C(=O)O)N
0,MeCN,formic acid,27,2.7,Phe-Phe-Phe-Phe,3.96,Agilent XCT,ESI,TRUE,3.611794177,0.348205823,0.884232851,71.76,10.2,2.7,0,FALSE,0.1% HCOOH,c1ccc(cc1)CC(C(=NC(Cc1ccccc1)C(=NC(Cc1ccccc1)C(=NC(Cc1ccccc1)C(=O)O)O)O)O)N
0,MeCN,formic acid,27,2.7,"1,10-phenanthroline",2.72,Agilent XCT,ESI,TRUE,2.800690615,0.080690615,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,c1cc2ccc3cccnc3c2nc1
0,MeCN,formic acid,27,2.7,"4-[2-[4-[(diphenyl-1-pyrrolidinylphosphoranylidene)amino]phenyl]diazenyl]-N,N-dimethyl-benzenamine",2.38,Agilent XCT,ESI,TRUE,3.032299156,0.652299156,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,CN(C)c1ccc(cc1)/N=N/c1ccc(cc1)N=P(c1ccccc1)(c1ccccc1)N1CCCC1
0,MeCN,formic acid,27,2.7,4-[2-(4-nitrophenyl)diazenyl]-N-(phenyldi-1-pyrrolidinylphosphoranylidene)benzenamine,3.25,Agilent XCT,ESI,TRUE,3.527317982,0.277317982,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,c1ccc(cc1)P(=Nc1ccc(cc1)/N=N/c1ccc(cc1)N(=O)=O)(N1CCCC1)N1CCCC1
0,MeCN,formic acid,27,2.7,3-methoxycatechol,0.77,Agilent XCT,ESI,TRUE,0.555028144,0.214971856,0.884232851,71.76,10.2,2.7,0,FALSE,0.1% HCOOH,COc1cccc(c1O)O
0,MeCN,formic acid,27,2.7,4-methoxypyridine,2.82,Agilent XCT,ESI,TRUE,3.008932578,0.188932578,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,COc1ccncc1
0,MeCN,formic acid,27,2.7,phthalic acid,1.11,Agilent XCT,ESI,TRUE,1.06678375,0.04321625,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,c1ccc(c(c1)C(=O)O)C(=O)O
0,MeCN,formic acid,27,2.7,4-aminophenol,1.9,Agilent XCT,ESI,TRUE,2.034881606,0.134881606,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,c1cc(ccc1N)O
0,MeCN,formic acid,27,2.7,indazole,2.37,Agilent XCT,ESI,TRUE,2.398237421,0.028237421,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,c1ccc2c(c1)cn[nH]2
0,MeCN,formic acid,27,2.7,2-acetamido-5-nitrothiazole,0.72,Agilent XCT,ESI,TRUE,0.544655523,0.175344477,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,CC(=Nc1ncc(N(=O)=O)s1)O
0,MeCN,formic acid,27,2.7,AMPA,-0.16,Agilent XCT,ESI,TRUE,-0.036633823,0.123366177,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,C(N)P(=O)(O)O
0,MeCN,formic acid,27,2.7,aldicarb-sulfone,1.43,Agilent XCT,ESI,TRUE,1.766270329,0.336270329,0.884232851,71.76,10.2,2.7,0,FALSE,0.1% HCOOH,CC(C)(/C=N/OC(=NC)O)S(=O)(=O)C
0,MeCN,formic acid,27,2.7,thiophanate-methyl,2.64,Agilent XCT,ESI,TRUE,2.539589811,0.100410189,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,COC(=NC(=Nc1ccccc1N=C(N=C(O)OC)S)S)O
0,MeCN,formic acid,27,2.7,bifenthrin,-0.87,Agilent XCT,ESI,TRUE,-0.539293122,0.330706878,0.884232851,71.76,10.2,2.7,0,FALSE,0.1% HCOOH,Cc1c(cccc1c1ccccc1)COC(=O)C1C(/C=C(/C(F)(F)F)\Cl)C1(C)C
0,MeCN,formic acid,27,2.7,phenthoate,2.32,Agilent XCT,ESI,TRUE,2.168066894,0.151933106,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,CCOC(=O)C(c1ccccc1)SP(=S)(OC)OC
0,MeCN,formic acid,27,2.7,p-anisaldehyde,1.56,Agilent XCT,ESI,TRUE,1.390192928,0.169807072,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,COc1ccc(cc1)C=O
0,MeCN,formic acid,27,2.7,4-hydroxybenzaldehyde,1.19,Agilent XCT,ESI,TRUE,1.14443083,0.04556917,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,c1cc(ccc1C=O)O
0,MeCN,formic acid,27,2.7,cinnamic acid,1.2,Agilent XCT,ESI,TRUE,0.940808709,0.259191291,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,c1ccc(cc1)/C=C/C(=O)O
0,MeCN,formic acid,27,2.7,scopolamine,3.27,Agilent XCT,ESI,TRUE,3.215145774,0.054854226,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,CN1[C@@H]2CC(C[C@H]1[C@H]1[C@@H]2O1)OC(=O)[C@H](CO)c1ccccc1
0,MeCN,formic acid,27,2.7,cyanophenphos,1.9,Agilent XCT,ESI,TRUE,2.111333917,0.211333917,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,CCOP(=S)(c1ccccc1)Oc1ccc(cc1)C#N
0,MeCN,formic acid,27,2.7,metamitrone,2.55,Agilent XCT,ESI,TRUE,2.594794486,0.044794486,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,Cc1nnc(c2ccccc2)c(=O)n1N
0,MeCN,formic acid,27,2.7,isoproturon,3.04,Agilent XCT,ESI,TRUE,2.930450373,0.109549627,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,CC(C)c1ccc(cc1)NC(=O)N(C)C
0,MeCN,formic acid,27,2.7,alachlor,1.97,Agilent XCT,ESI,TRUE,2.071085895,0.101085895,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,CCc1cccc(CC)c1N(COC)C(=O)CCl
0,MeCN,formic acid,27,2.7,normetanephrine,0.9,Agilent XCT,ESI,TRUE,1.253683391,0.353683391,0.884232851,71.76,10.2,2.7,0,FALSE,0.1% HCOOH,COc1cc(ccc1O)C(CN)O
0,MeCN,formic acid,27,2.7,tetraconazole,3.37,Agilent XCT,ESI,TRUE,3.175069261,0.194930739,0.884232851,71.76,10.2,2.7,0,TRUE,0.1% HCOOH,c1cc(C(Cn2cncn2)COC(C(F)F)(F)F)c(cc1Cl)Cl
0,MeCN,ammonium acetate,1,6.08,tetraethylammonium,4.162507347,Agilent 3Q,JetStream,TRUE,4.15922031,0.003287037,0.884232851,71.76,10.2,6.08,0,TRUE,1 mM AmAc,CC[N+](CC)(CC)CC
0,MeCN,ammonium acetate,1,6.08,"N,N-dimethylaniline",1.552163361,Agilent 3Q,JetStream,TRUE,1.787033685,0.234870324,0.884232851,71.76,10.2,6.08,0,TRUE,1 mM AmAc,CN(C)c1ccccc1
0,MeCN,ammonium acetate,1,6.08,"4-methoxy-N,N-dimethylaniline",2.525294345,Agilent 3Q,JetStream,TRUE,2.659668836,0.134374491,0.884232851,71.76,10.2,6.08,0,TRUE,1 mM AmAc,CN(C)c1ccc(cc1)OC
0,MeCN,ammonium acetate,1,6.08,quinoline,1.461649213,Agilent 3Q,JetStream,TRUE,1.655198319,0.193549106,0.884232851,71.76,10.2,6.08,0,TRUE,1 mM AmAc,c1ccc2c(c1)cccn2
0,MeCN,ammonium acetate,1,6.08,"2,6-diaminopyridine",3.65769339,Agilent 3Q,JetStream,TRUE,3.778356036,0.120662646,0.884232851,71.76,10.2,6.08,0,TRUE,1 mM AmAc,c1cc(=N)[nH]c(c1)N
0,MeCN,ammonium acetate,1,6.08,4-aminobenzoic acid,2.34712753,Agilent 3Q,JetStream,TRUE,2.707612498,0.360484968,0.884232851,71.76,10.2,6.08,0,FALSE,1 mM AmAc,c1cc(ccc1C(=O)O)N
0,MeCN,ammonium acetate,1,6.08,1-naphthylamine,2.459262825,Agilent 3Q,JetStream,TRUE,2.554425816,0.095162991,0.884232851,71.76,10.2,6.08,0,TRUE,1 mM AmAc,c1ccc2c(c1)cccc2N
0,MeCN,ammonium acetate,1,6.08,trizma base,2.620703638,Agilent 3Q,JetStream,TRUE,2.675515452,0.054811814,0.884232851,71.76,10.2,6.08,0,TRUE,1 mM AmAc,C(C(CO)(CO)N)O
0,MeCN,ammonium acetate,1,6.08,2-aminophenol,2.478102786,Agilent 3Q,JetStream,TRUE,2.681296401,0.203193615,0.884232851,71.76,10.2,6.08,0,TRUE,1 mM AmAc,c1ccc(c(c1)N)O
0,MeCN,ammonium acetate,1,6.08,4-methoxyaniline,2.185691753,Agilent 3Q,JetStream,TRUE,2.345290949,0.159599196,0.884232851,71.76,10.2,6.08,0,TRUE,1 mM AmAc,COc1ccc(cc1)N
0,MeCN,ammonium acetate,1,6.08,8-aminoquinaldine,2.733885272,Agilent 3Q,JetStream,TRUE,3.022187492,0.28830222,0.884232851,71.76,10.2,6.08,0,TRUE,1 mM AmAc,Cc1ccc2cccc(c2n1)N
0,MeCN,formic acid,1,3.08,tetraethylammonium,4.162507347,Agilent 3Q,JetStream,TRUE,4.160494445,0.002012902,0.884232851,71.76,10.2,3.08,0,TRUE,1 mM HCOOH,CC[N+](CC)(CC)CC
0,MeCN,formic acid,1,3.08,"N,N-dimethylaniline",2.285318676,Agilent 3Q,JetStream,TRUE,1.983547999,0.301770677,0.884232851,71.76,10.2,3.08,0,TRUE,1 mM HCOOH,CN(C)c1ccccc1
0,MeCN,formic acid,1,3.08,"4-methoxy-N,N-dimethylaniline",3.963029744,Agilent 3Q,JetStream,TRUE,3.62210756,0.340922184,0.884232851,71.76,10.2,3.08,0,TRUE,1 mM HCOOH,CN(C)c1ccc(cc1)OC
0,MeCN,formic acid,1,3.08,quinoline,3.094236437,Agilent 3Q,JetStream,TRUE,2.626588805,0.467647632,0.884232851,71.76,10.2,3.08,0,TRUE,1 mM HCOOH,c1ccc2c(c1)cccn2
0,MeCN,formic acid,1,3.08,"2,6-diaminopyridine",3.914455027,Agilent 3Q,JetStream,TRUE,3.855321542,0.059133485,0.884232851,71.76,10.2,3.08,0,TRUE,1 mM HCOOH,c1cc(=N)[nH]c(c1)N
0,MeCN,formic acid,1,3.08,4-aminobenzoic acid,3.182801902,Agilent 3Q,JetStream,TRUE,2.928453437,0.254348465,0.884232851,71.76,10.2,3.08,0,TRUE,1 mM HCOOH,c1cc(ccc1C(=O)O)N
0,MeCN,formic acid,1,3.08,1-naphthylamine,3.556450734,Agilent 3Q,JetStream,TRUE,3.312544789,0.243905945,0.884232851,71.76,10.2,3.08,0,TRUE,1 mM HCOOH,c1ccc2c(c1)cccc2N
0,MeCN,formic acid,1,3.08,trizma base,2.910834133,Agilent 3Q,JetStream,TRUE,2.736021343,0.17481279,0.884232851,71.76,10.2,3.08,0,TRUE,1 mM HCOOH,C(C(CO)(CO)N)O
0,MeCN,formic acid,1,3.08,2-aminophenol,3.632859829,Agilent 3Q,JetStream,TRUE,3.282117833,0.350741996,0.884232851,71.76,10.2,3.08,0,TRUE,1 mM HCOOH,c1ccc(c(c1)N)O
0,MeCN,formic acid,1,3.08,4-methoxyaniline,3.855315215,Agilent 3Q,JetStream,TRUE,3.333966111,0.521349104,0.884232851,71.76,10.2,3.08,0,TRUE,1 mM HCOOH,COc1ccc(cc1)N
0,MeCN,formic acid,1,3.08,8-aminoquinaldine,3.889760676,Agilent 3Q,JetStream,TRUE,3.712162462,0.177598214,0.884232851,71.76,10.2,3.08,0,TRUE,1 mM HCOOH,Cc1ccc2cccc(c2n1)N
0,MeCN,methylamine,1,7.9,"N,N-dimethylaniline",0.86,Agilent 3Q,JetStream,TRUE,1.166068881,0.306068881,0.884232851,71.76,10.2,7.9,1,TRUE,1 mM methylamine,CN(C)c1ccccc1
0,MeCN,methylamine,1,7.9,"4-methoxy-N,N-dimethylaniline",2.67,Agilent 3Q,JetStream,TRUE,2.898743753,0.228743753,0.884232851,71.76,10.2,7.9,1,TRUE,1 mM methylamine,CN(C)c1ccc(cc1)OC
0,MeCN,methylamine,1,7.9,quinoline,1.48,Agilent 3Q,JetStream,TRUE,1.72221289,0.24221289,0.884232851,71.76,10.2,7.9,1,TRUE,1 mM methylamine,c1ccc2c(c1)cccn2
0,MeCN,methylamine,1,7.9,"2,6-diaminopyridine",3,Agilent 3Q,JetStream,TRUE,3.401049482,0.401049482,0.884232851,71.76,10.2,7.9,1,TRUE,1 mM methylamine,c1cc(=N)[nH]c(c1)N
0,MeCN,methylamine,1,7.9,1-naphthylamine,1.08,Agilent 3Q,JetStream,TRUE,2.004853418,0.924853418,0.884232851,71.76,10.2,7.9,1,TRUE,1 mM methylamine,c1ccc2c(c1)cccc2N
0,MeCN,methylamine,1,7.9,trizma base,2.52,Agilent 3Q,JetStream,TRUE,2.649190962,0.129190962,0.884232851,71.76,10.2,7.9,1,TRUE,1 mM methylamine,C(C(CO)(CO)N)O
0,MeCN,methylamine,1,7.9,2-aminophenol,1.66,Agilent 3Q,JetStream,TRUE,2.235384192,0.575384192,0.884232851,71.76,10.2,7.9,1,TRUE,1 mM methylamine,c1ccc(c(c1)N)O
0,MeCN,methylamine,1,7.9,4-methoxyaniline,2.06,Agilent 3Q,JetStream,TRUE,2.440909402,0.380909402,0.884232851,71.76,10.2,7.9,1,TRUE,1 mM methylamine,COc1ccc(cc1)N
0,MeCN,methylamine,1,7.9,8-aminoquinaldine,3.35,Agilent 3Q,JetStream,TRUE,3.217426783,0.132573217,0.884232851,71.76,10.2,7.9,1,TRUE,1 mM methylamine,Cc1ccc2cccc(c2n1)N
0,MeCN,ammonia,1,9.37,tetraethylammonium,4.162507347,Agilent 3Q,JetStream,TRUE,4.15922031,0.003287037,0.884232851,71.76,10.2,9.37,0,TRUE,1 mM NH3,CC[N+](CC)(CC)CC
0,MeCN,ammonia,1,9.37,"N,N-dimethylaniline",1.724365616,Agilent 3Q,JetStream,TRUE,1.782703219,0.058337603,0.884232851,71.76,10.2,9.37,0,TRUE,1 mM NH3,CN(C)c1ccccc1
0,MeCN,ammonia,1,9.37,"4-methoxy-N,N-dimethylaniline",2.847126943,Agilent 3Q,JetStream,TRUE,2.815930589,0.031196354,0.884232851,71.76,10.2,9.37,0,TRUE,1 mM NH3,CN(C)c1ccc(cc1)OC
0,MeCN,ammonia,1,9.37,quinoline,1.718689514,Agilent 3Q,JetStream,TRUE,1.685881775,0.032807739,0.884232851,71.76,10.2,9.37,0,TRUE,1 mM NH3,c1ccc2c(c1)cccn2
0,MeCN,ammonia,1,9.37,"2,6-diaminopyridine",3.813560316,Agilent 3Q,JetStream,TRUE,3.684844925,0.128715391,0.884232851,71.76,10.2,9.37,0,FALSE,1 mM NH3,c1cc(=N)[nH]c(c1)N
0,MeCN,ammonia,1,9.37,4-aminobenzoic acid,2.584786059,Agilent 3Q,JetStream,TRUE,2.724199237,0.139413178,0.884232851,71.76,10.2,9.37,0,TRUE,1 mM NH3,c1cc(ccc1C(=O)O)N
0,MeCN,ammonia,1,9.37,1-naphthylamine,2.77725215,Agilent 3Q,JetStream,TRUE,2.675606254,0.101645896,0.884232851,71.76,10.2,9.37,0,FALSE,1 mM NH3,c1ccc2c(c1)cccc2N
0,MeCN,ammonia,1,9.37,trizma base,3.085941396,Agilent 3Q,JetStream,TRUE,2.865458313,0.220483083,0.884232851,71.76,10.2,9.37,0,FALSE,1 mM NH3,C(C(CO)(CO)N)O
0,MeCN,ammonia,1,9.37,2-aminophenol,3.433501733,Agilent 3Q,JetStream,TRUE,3.026626612,0.406875121,0.884232851,71.76,10.2,9.37,0,TRUE,1 mM NH3,c1ccc(c(c1)N)O
0,MeCN,ammonia,1,9.37,4-methoxyaniline,3.514868934,Agilent 3Q,JetStream,TRUE,2.8324623,0.682406634,0.884232851,71.76,10.2,9.37,0,TRUE,1 mM NH3,COc1ccc(cc1)N
0,MeCN,ammonia,1,9.37,8-aminoquinaldine,3.945192503,Agilent 3Q,JetStream,TRUE,3.521620111,0.423572392,0.884232851,71.76,10.2,9.37,0,TRUE,1 mM NH3,Cc1ccc2cccc(c2n1)N
0,MeCN,oxalic acid,1,2.75,tetraethylammonium,4.162507347,Agilent 3Q,JetStream,TRUE,4.161946369,5.61E-04,0.884232851,71.76,10.2,2.75,0,TRUE,1 mM oxalic acid,CC[N+](CC)(CC)CC
0,MeCN,oxalic acid,1,2.75,"N,N-dimethylaniline",3.29989583,Agilent 3Q,JetStream,TRUE,2.97926756,0.32062827,0.884232851,71.76,10.2,2.75,0,TRUE,1 mM oxalic acid,CN(C)c1ccccc1
0,MeCN,oxalic acid,1,2.75,"4-methoxy-N,N-dimethylaniline",4.010250612,Agilent 3Q,JetStream,TRUE,3.716859149,0.293391463,0.884232851,71.76,10.2,2.75,0,FALSE,1 mM oxalic acid,CN(C)c1ccc(cc1)OC
0,MeCN,oxalic acid,1,2.75,quinoline,3.268954473,Agilent 3Q,JetStream,TRUE,2.953492184,0.315462289,0.884232851,71.76,10.2,2.75,0,TRUE,1 mM oxalic acid,c1ccc2c(c1)cccn2
0,MeCN,oxalic acid,1,2.75,"2,6-diaminopyridine",3.875800151,Agilent 3Q,JetStream,TRUE,3.816149024,0.059651127,0.884232851,71.76,10.2,2.75,0,TRUE,1 mM oxalic acid,c1cc(=N)[nH]c(c1)N
0,MeCN,oxalic acid,1,2.75,4-aminobenzoic acid,2.985438153,Agilent 3Q,JetStream,TRUE,2.943236088,0.042202065,0.884232851,71.76,10.2,2.75,0,FALSE,1 mM oxalic acid,c1cc(ccc1C(=O)O)N
0,MeCN,oxalic acid,1,2.75,1-naphthylamine,3.408012753,Agilent 3Q,JetStream,TRUE,3.438240218,0.030227465,0.884232851,71.76,10.2,2.75,0,TRUE,1 mM oxalic acid,c1ccc2c(c1)cccc2N
0,MeCN,oxalic acid,1,2.75,trizma base,2.574307102,Agilent 3Q,JetStream,TRUE,2.785552675,0.211245573,0.884232851,71.76,10.2,2.75,0,TRUE,1 mM oxalic acid,C(C(CO)(CO)N)O
0,MeCN,oxalic acid,1,2.75,2-aminophenol,3.482184455,Agilent 3Q,JetStream,TRUE,3.095691179,0.386493276,0.884232851,71.76,10.2,2.75,0,FALSE,1 mM oxalic acid,c1ccc(c(c1)N)O
0,MeCN,oxalic acid,1,2.75,4-methoxyaniline,3.621843847,Agilent 3Q,JetStream,TRUE,3.242334885,0.379508962,0.884232851,71.76,10.2,2.75,0,TRUE,1 mM oxalic acid,COc1ccc(cc1)N
0,MeCN,oxalic acid,1,2.75,8-aminoquinaldine,3.905767471,Agilent 3Q,JetStream,TRUE,3.721783284,0.183984187,0.884232851,71.76,10.2,2.75,0,FALSE,1 mM oxalic acid,Cc1ccc2cccc(c2n1)N
0,MeCN,ammonium acetate,10,6.77,tetraethylammonium,4.162507347,Agilent 3Q,JetStream,TRUE,4.15922031,0.003287037,0.884232851,71.76,10.2,6.77,0,TRUE,10 mM AmAc,CC[N+](CC)(CC)CC
0,MeCN,ammonium acetate,10,6.77,"N,N-dimethylaniline",1.662156504,Agilent 3Q,JetStream,TRUE,1.791846371,0.129689867,0.884232851,71.76,10.2,6.77,0,TRUE,10 mM AmAc,CN(C)c1ccccc1
0,MeCN,ammonium acetate,10,6.77,"4-methoxy-N,N-dimethylaniline",2.445289468,Agilent 3Q,JetStream,TRUE,2.693163362,0.247873894,0.884232851,71.76,10.2,6.77,0,TRUE,10 mM AmAc,CN(C)c1ccc(cc1)OC
0,MeCN,ammonium acetate,10,6.77,quinoline,1.538384116,Agilent 3Q,JetStream,TRUE,1.641543576,0.10315946,0.884232851,71.76,10.2,6.77,0,TRUE,10 mM AmAc,c1ccc2c(c1)cccn2
0,MeCN,ammonium acetate,10,6.77,"2,6-diaminopyridine",3.550190039,Agilent 3Q,JetStream,TRUE,3.661963756,0.111773717,0.884232851,71.76,10.2,6.77,0,TRUE,10 mM AmAc,c1cc(=N)[nH]c(c1)N
0,MeCN,ammonium acetate,10,6.77,4-aminobenzoic acid,2.403383993,Agilent 3Q,JetStream,TRUE,2.702794897,0.299410904,0.884232851,71.76,10.2,6.77,0,FALSE,10 mM AmAc,c1cc(ccc1C(=O)O)N
0,MeCN,ammonium acetate,10,6.77,1-naphthylamine,2.245782876,Agilent 3Q,JetStream,TRUE,2.527573708,0.281790832,0.884232851,71.76,10.2,6.77,0,TRUE,10 mM AmAc,c1ccc2c(c1)cccc2N
0,MeCN,ammonium acetate,10,6.77,trizma base,2.607173875,Agilent 3Q,JetStream,TRUE,2.689251423,0.082077548,0.884232851,71.76,10.2,6.77,0,FALSE,10 mM AmAc,C(C(CO)(CO)N)O
0,MeCN,ammonium acetate,10,6.77,2-aminophenol,2.363807794,Agilent 3Q,JetStream,TRUE,2.683786229,0.319978435,0.884232851,71.76,10.2,6.77,0,FALSE,10 mM AmAc,c1ccc(c(c1)N)O
0,MeCN,ammonium acetate,10,6.77,4-methoxyaniline,1.964809465,Agilent 3Q,JetStream,TRUE,2.345290949,0.380481484,0.884232851,71.76,10.2,6.77,0,FALSE,10 mM AmAc,COc1ccc(cc1)N
